CD TYPE STATUT (statuts);CODE STATUT (statuts);LABEL STATUT (statuts);LB TYPE STATUT (statuts);CD NOM (statuts)
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 3;Réglementation;111815
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département d'Ille-et-Vilaine : Article 4;Réglementation;98977
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 2;Réglementation;116460
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 5;Réglementation;6754
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 5;Réglementation;6739
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 5;Réglementation;6748
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 3;Réglementation;6739
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2996
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;2848
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 2;Réglementation;115076
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;6748
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 5;Réglementation;94435
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 11;Réglementation;6739
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;110914
REGL;;Réglementation de l'abattage et de la taille de certaines espèces sauvages d'arbres dans le département du Morbihan : Article 2;Réglementation;125816
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département d'Ille-et-Vilaine : Article 3;Réglementation;93190
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Cher : Article 4;Réglementation;6769
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département du Jura : Article 2;Réglementation;109297
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département du Jura : Article 2;Réglementation;611652
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département du Jura : Article 2;Réglementation;4770
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département du Jura : Article 6;Réglementation;94693
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 1;Réglementation;119698
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 2;Réglementation;6748
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;6754
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;103057
REGL;;Réglementation de la récolte ou du ramassage de certaines espèces végétales sauvages dans le département de la Manche : Article 2;Réglementation;99233
REGL;;Réglementation de la cueillette et de la cession de certaines plantes sauvages dans le département de la Haute-Loire : Article 2;Réglementation;6754
REGL;;Réglementation de la récolte ou du ramassage de certaines espèces végétales sauvages dans le département de la Manche : Article 4;Réglementation;111815
REGL;;Réglementation de la récolte ou du ramassage de certaines espèces végétales sauvages dans le département de la Manche : Article 4;Réglementation;97145
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Cher : Article 4;Réglementation;119698
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Cher : Article 4;Réglementation;94693
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 6;Réglementation;131730
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 2;Réglementation;6789
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;6774
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 3;Réglementation;98977
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 3;Réglementation;6739
REGL;;Réglementation de la cueillette et de la cession de certaines plantes sauvages dans le département de la Haute-Loire : Article 4;Réglementation;128347
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 3;Réglementation;6774
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;60674
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;3165
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;60981
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;94267
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département d'Ille-et-Vilaine : Article 4;Réglementation;138006
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 1er;Réglementation;109297
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;99233
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;128345
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;6790
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages en tout temps et sur tout le territoire du département du Lot : Article 1;Réglementation;109297
REGL;;Protection et réglementation de certaines espèces végétales dans le département des Alpes-Maritimes : Article 2;Réglementation;98977
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe C;Réglementation;1973
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département de Loir-et-Cher : Article 3;Réglementation;119698
REGL;;Protection et réglementation de certaines espèces végétales dans le département de la Loire : Article 4;Réglementation;103514
REGL;;Protection et réglementation de certaines espèces végétales dans le département de la Loire : Article 5;Réglementation;128347
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 2;Réglementation;6789
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 2;Réglementation;6769
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;138006
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 6;Réglementation;6754
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;3422
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 3;Réglementation;6790
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;60861
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 3;Réglementation;92282
REGL;;Protection et réglementation de certaines espèces végétales et champignons dans le département de la Drôme : Article 2;Réglementation;138006
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;98977
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages en tout temps et sur tout le territoire du département du Lot : Article 1;Réglementation;99233
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 2;Réglementation;92282
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Cher : Article 4;Réglementation;111815
REGL;;Réglementation de la récolte ou du ramassage de certaines espèces végétales sauvages dans le département de la Manche : Article 2;Réglementation;109297
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 11;Réglementation;6789
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département d'Ille-et-Vilaine : Article 4;Réglementation;94717
REGL;;Protection et réglementation de certaines espèces végétales et des champignons non cultivés dans le département de l'Ain : Article IV;Réglementation;6789
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 3;Réglementation;103057
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Corse-du-Sud : Article 3;Réglementation;6748
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 1er;Réglementation;115076
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2590
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;3036
REGL;;Réglementant la récolte ou le ramassage de certaines espèces végétales sauvages dans le département de l'Orne : Article 4;Réglementation;94717
REGL;;Réglementant la récolte ou le ramassage de certaines espèces végétales sauvages dans le département de l'Orne : Article 4;Réglementation;116460
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 3;Réglementation;6790
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département des Alpes-de-Haute-Provence : Article 6;Réglementation;109291
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;109291
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département du Loiret : Article 4;Réglementation;6747
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 3;Réglementation;6789
REGL;;Protection et réglementation de certaines espèces végétales et champignons dans le département de la Drôme : Article 2;Réglementation;99233
REGL;;Réglementation relative à la récolte ou au ramassage de certaines espèces végétales sauvages dans le département du Calvados : Article 3;Réglementation;119698
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 11;Réglementation;6754
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 11;Réglementation;6774
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;2881
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2563
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Corse-du-Sud : Article 2;Réglementation;6789
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 1;Réglementation;138006
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 3;Réglementation;6748
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 1er;Réglementation;115041
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2584
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;3482
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 3;Réglementation;6748
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Haute-Corse : Article 3;Réglementation;6769
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;3187
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2005
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 3;Réglementation;109291
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 6;Réglementation;6790
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2001
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;3036
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2567
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 5;Réglementation;109291
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 11;Réglementation;106112
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;2676
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Meurthe-et-Moselle : Article 2;Réglementation;6747
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;3165
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;61714
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2594
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2576
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;94266
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;2566
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;102797
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 3;Réglementation;6754
REGL;;Protocole SPAW : Annexe 2;Réglementation;60858
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 3;Réglementation;6774
REGL;;Réglementation de la cueillette de certaines espèces végétales sauvages dans le département du Finistère : Article 3;Réglementation;6790
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département de Loir-et-Cher : Article 3;Réglementation;6790
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe A;Réglementation;106353
REGL;;Application de la Convention CITES (Convention de Washington) au sein de l'Union européenne : Annexe B;Réglementation;89926
REGL;;Réglementant la récolte ou le ramassage de certaines espèces végétales sauvages dans le département de l'Orne : Article 4;Réglementation;109297
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;138006
REGL;;Protocole SPAW : Annexe 2;Réglementation;60776
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Corse-du-Sud : Article 3;Réglementation;6790
REGL;;Réglementation de la cueillette de certaines plantes sauvages dans le département de Loire-Atlantique : Article 3;Réglementation;6790
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;4142
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Eure-et-Loir : Article 4;Réglementation;119698
REGL;;Liste des espèces végétales faisant l'objet d'une réglementation de ramassage, de récolte ou de cession à titre gratuit ou onéreux dans le département d'Indre-et-Loire : Article 3;Réglementation;99233
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;3429
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;60686
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2563
REGL;;Liste des espèces de gibier dont la chasse est autorisée : Premier;Réglementation;2571
REGL;;Protection et commercialisation de certaines espèces d'oiseaux sur le territoire français national : Article 3;Réglementation;3676
REGL;;Protection des espèces végétales sauvages et champignons dans le département de l'Isère : Article 3;Réglementation;6754
